dashboard_id,category,sheet_name,mark_type,status,error_name,severity,problem,fix,source_rule,annotator_label,notes
hr/HR Diversity Scorecard,hr,BAN - Diverse Performance,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - Diverse Satisfaction,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - Female Performance,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - Female Satisfaction,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - Female Tenure,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - POC Performance,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - POC Satisfaction,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - POC Tenure,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,BAN - Tenure Diverse,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Diversity Scorecard,hr,Diversity Tenure,bar,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Diversity | Overall,pie,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Female Performance,circle,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Female Tenure,bar,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Female | Overall,pie,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,POC Performance,circle,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,POC Tenure,bar,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,POC | Overall,pie,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Performance Diversity,circle,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Position Diverse,bar,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Position Gender,bar,Clean,,,,,,,
hr/HR Diversity Scorecard,hr,Position POC,bar,Clean,,,,,,,
hr/HR Employee Safety Analysis,hr,USA Emps,bar,Clean,,,,,,,
hr/HR Employee Survey Analysis,hr,Likert Average,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Management Dashboard _ #VOTD,hr,Attendees Psuedo data,circle,Clean,,,,,,,
hr/HR Management Dashboard _ #VOTD,hr,Pie Chart,pie,Clean,,,,,,,
hr/HR Management Dashboard _ #VOTD,hr,Pie Chart Label,circle,Clean,,,,,,,
hr/HR Management Dashboard _ #VOTD,hr,Project Overview (3),bar,Clean,,,,,,,
hr/HR Management Dashboard _ #VOTD,hr,Project Overview (5),circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Management Dashboard _ #VOTD,hr,Recent Job Application,circle,Clean,,,,,,,
hr/HR Metrics Dashboard - #RWFD (VOTD),hr,hire m by year (3) gender and race ate (2),square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Metrics Dashboard - #RWFD (VOTD),hr,hire m by year (3) state,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Metrics Dashboard - #RWFD (VOTD),hr,table,text,Clean,,,,,,,
hr/HR Metrics Dashboard - #RWFD (VOTD),hr,table listing,text,Clean,,,,,,,
hr/HR Onboarding Tracker _ VOTD,hr,Current Status Bar Compare to avg,bar,Clean,,,,,,,
hr/HR Onboarding Tracker _ VOTD,hr,Scatter Filtered by Top 5,circle,Clean,,,,,,,
hr/HR Resources Dashboard,hr,Age Bin,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/HR Resources Dashboard,hr,Age Dot plot,circle,Clean,,,,,,,
hr/HR Resources Dashboard,hr,Employee Gender Breakdown,pie,Clean,,,,,,,
hr/HR Resources Dashboard,hr,Employee Gender Breakdown (Main),pie,Clean,,,,,,,
hr/HR Resources Dashboard,hr,Employees by Age,bar,Clean,,,,,,,
hr/HR Resources Dashboard,hr,Employees by Department,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/HR Resources Dashboard,hr,Employees by Location,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/HR Resources Dashboard,hr,Employees by Race,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/HR Resources Dashboard,hr,Gender by Age Group Heat Map,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR Resources Dashboard,hr,LOH Dot plot,circle,Clean,,,,,,,
hr/HR Resources Dashboard,hr,LOH bin,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/HR,hr,Attrition Month,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/HR,hr,"Employee Distribution, Years against Income (2)",bar,Clean,,,,,,,
hr/HR,hr,"Employee Distribution, Years against Income (3)",bar,Clean,,,,,,,
hr/HR,hr,Worklife against Over-Time,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis and Y axis.,Add a numeric measure to the X axis and Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/Human Resources - 9 Box Ratings_92,hr,Employees by Hire Date,bar,Clean,,,,,,,
hr/Human Resources - HR 9 Box,hr,Employees by Hire Date,bar,Clean,,,,,,,
hr/RWFD _ HR Diversity Scorecard,hr,Comparison,circle,Clean,,,,,,,
hr/RWFD _ HR Diversity Scorecard,hr,Performance Detail,bar,Clean,,,,,,,
hr/RWFD _ HR Diversity Scorecard,hr,Position Detail,bar,Clean,,,,,,,
hr/RWFD _ HR Diversity Scorecard,hr,Satisfaction Detail,bar,Clean,,,,,,,
hr/RWFD _ HR Diversity Scorecard,hr,Tenure Detail,bar,Clean,,,,,,,
hr/Talent Acquisition Version 2,hr,Candiadate exp Bars,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/Talent Acquisition Version 2,hr,Funnels,bar,Flagged,No numeric field on any axis,ERROR,This bar chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
hr/Talent Acquisition Version 2,hr,Funnels bubbel,circle,Clean,,,,,,,
hr/Talent Acquisition Version 2,hr,Opened Positions TOTAL,bar,Clean,,,,,,,
hr/Talent Acquisition Version 2,hr,Opened Positions TOTAL (2),bar,Clean,,,,,,,
hr/Talent Acquisition Version 2,hr,REJECTED BY,bar,Clean,,,,,,,
hr/Talent Acquisition Version 2,hr,Time to Fill Bars,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/Talent Acquisition Version 2,hr,Time to Hire Bars,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/Talent Acquisition Version 2,hr,offer acceptance Bars,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
hr/The 500 HR Club,hr,Avg by Age,line,Flagged,No numeric field on any axis,ERROR,This line chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
hr/The 500 HR Club,hr,HR by Age,line,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Age,bar,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Gender,pie,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Gender 2,bar,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,HQ vs Remote,pie,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Hires,line,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Map Bars,bar,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Race,bar,Clean,,,,,,,
hr/VOTD _ Human Resources Dashboard - RWFD,hr,Terms,line,Clean,,,,,,,
hr/XYZ HR Engagement Scorecard,hr,Position by Age Distribution,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Attendance,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Engagement Score,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Job Satisfaction,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Performance Rating,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Salary ,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Tenure,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
hr/XYZ HR Engagement Scorecard,hr,Position by Training Participation,circle,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the Y axis.,Add a numeric measure to the Y axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Automotive Marketing Insights,marketing,Destination Model,pie,Clean,,,,,,,
marketing/Automotive Marketing Insights,marketing,Embark Model,pie,Clean,,,,,,,
marketing/Automotive Marketing Insights,marketing,Leasing time,bar,Clean,,,,,,,
marketing/Automotive Marketing Insights,marketing,Leasing time (2),bar,Clean,,,,,,,
marketing/Automotive Marketing Insights,marketing,Sankey Chart,line,Clean,,,,,,,
marketing/Automotive Marketing Insights,marketing,Traveler Model,pie,Clean,,,,,,,
marketing/Count of Marketing vs. Non-Marketing Tweets _ Jan. 2019 - Jun. 2020,marketing,Sheet 1,line,Flagged,No numeric field on any axis,ERROR,This line chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
marketing/Count of Marketing vs. Non-Marketing Tweets _ Jan. 2019 - Jun. 2020,marketing,Sheet 1,line,Flagged,Line chart on unordered categories,ERROR,This line chart uses 'federated.09d6ljd1mpadzk1bhw2uk03j4ur8' on the X axis. That field is an unordered text category. The line implies a trend between points that does not actually exist.,Switch to a Bar chart. Use Line only when X is a date or an ordered sequence.,bar_tick_area_line_without_continuous_x_y,,
marketing/Digital Ads Performance Dashboard,marketing,Table,square,Flagged,Scatter plot missing a numeric field,ERROR,This scatter plot needs a numeric measure on both axes but is missing one on the X axis.,Add a numeric measure to the X axis shelf.,point_tick_bar_without_x_or_y,,
marketing/Digital Ads Performance Dashboard,marketing,Trend_ROAS (2),line,Clean,,,,,,,
marketing/Digital Marketing Campaign Performance Dashboard,marketing,KPI Tracker,line,Clean,,,,,,,
marketing/Digital Marketing Campaign Performance Dashboard,marketing,Performance Over Time,bar,Flagged,Bar chart comparing two numeric fields,ERROR,"Bar chart has numeric fields on both X and Y axes. A bar chart is meant to compare one measure across categories, not to show the relationship between two numbers.",Use a Scatter plot (Circle mark) to compare two numeric fields.,bar_tick_continuous_x_y,,
marketing/Digital Marketing Project #DataSuperStar,marketing,Customer evolution,text,Clean,,,,,,,
marketing/Digital Marketing Project #DataSuperStar,marketing,Martial Status,line,Flagged,No numeric field on any axis,ERROR,This line chart has no numeric or date field on either axis. Bar lengths and line heights need a number to be meaningful.,Add a numeric measure (e.g. SUM of Sales) to Rows or Columns.,bar_tick_area_line_without_continuous_x_y,,
